id,dcb,rcl,juros,amortizacao,primario,dbp,rec_cor,desp_cor,investimentos,desp_total,rec_previdenciarias,inativos,rec_tributaria,obrig_fin,disp_caixa_bruta
pb2008,2608736732.14,4391207183.76,104412718.64999999,193780365.89,444379176.89,2376017125.21,5806148397.360001,4684556364.16,387423686.83000004,5309725916.35,472925793.59,614446561.49,2287240540.57,202036203.33,457992110.95
pb2009,2541247287.45,4637839887.2,100736975.37,208704728.83,444379176.89,2857818368.2000003,6257240451.47,4704368397.4,470570304.86,5409270886.37,611649220.39,745107728.16,2564445337.54,258411262.83,818530121.17
pb2010,2446062856.3,5067417770.42,109475291.58,190184774.49,-205002757.28,3399736275.68,6904311802.95,5501088472.33,546081228.6500001,6245114760.79,621192655.5,878577089.37,3080327399.39,289492187.62,519644490.04
pb2011,2721731106.25,5992567869.53,106236492.17,211170889.49,452606627.27,3446685079.68,8053986538.099999,5781778685.140001,448906043.13000005,6462445804.650002,636547780.12,971631534.24,3441159889.51,358390713.53,1077696958.08
pb2012,3082928460.75,6286655663.1,115007886,227946833.74,133382280.69,3812364507.96,8573846756.039999,6632968770.68,657084473.33,7629023452.51,667493841.35,1117561507.11,3974887198.2,375988040.38,1100263712.88
pb2013,3277269822.93,7073291886.84,121243624.39,252259446.02,-77749297.18,4109277646.98,9642585310.14,7227348861,960969307.28,8559088409.37,689744749.34,1234156795.69,4567613850.41,651306422.83,1112826401.24
pb2014,4219518e3,7399789e3,123711816.49,204228153.42,-399774e3,4327441e3,10587179980.45,7874668523.28,1157701728.05,9346939499.04,733925119.65,1332851e3,5175044604.44,44737e4,1180772e3
pb2015,4487120381.06,7973372465.12,167365886.9,294723477.82,-296850308.05,4669678671.69,10918299356.15,8388748058.37,794988409.34,9555872108.59,760754614.04,1499132111.51,5345107453.43,618465052.9200001,1065299354
pb2016,4458664218.68,8845649341.67,172363266.43,351559097.66,321821025.67,4868029981.08,12050369241.37,8748729208.37,844478302.27,9973479954.22,761308556.27,1592924554.64,5730193102.05,751191059.84,1521062783.42
pe2008,5043634153.99,10010230658.72,257335229.92000002,480334649.07,733900540.35,5918768828.31,13628856969.900002,12373361410.220001,741901432.35,13938133961.170002,1942058489.32,2550996536.81,7120386574.589999,856875209.1,1280344715.76
pe2009,5359671717.72,10624548356.09,250591714.13,521269330.01,-331067436.62,6627574344.15,14657674821.45,13947356354.76,1120428078.15,16355370875.83,1847341628.25,2715841914.38,7771719329.49,861825494.64,1341683644.82
pe2010,6106127276.97,12435718768.07,275078923.55,341219124.15999997,220415644.88,7688524603,17282282600.739998,16318603007.359999,1819976494.0399997,19038560391.32,2316496198.92,2939166596.4,9528753384.4,1322059639.36,2437710481.83
pe2011,6765662488.46,14553205412.29,311755870.61,405118846.92999995,-357582305.710002,8473909039.86,20293978851.99,18652063159.27,1929123557.9600003,21515714401.12,2500056677.8,3108976703.09,11157926519.910002,1555191641.07,2379305255.22
pe2012,8968829238.15,15612666206.2,368040800.67,534955811.6,-1058307026.63,9671280449.38,21778058862.23,20960063558.949997,2293195488.3700004,24469913940.109997,2944006794.45,3638678676.7,12140927388.4,1509248497.76,2873042861.14
pe2013,11761920920.23,17173972712.67,462283718.76,635042432.59,1049053858.03,10491874566.15,23945699181.77,22682430808.6,2858504704.19,27132767346.56,3358127303.01,4059108546.05,13442144059.61,1165561160.42,3548093397.17
pe2014,13788310226.24,18475020080.82,539373602.45,612171286.59,-2060529274.22,12264051519.48,25872345704.99,25871590583.74,2543388194.94,29663840763.45,3739040568.11,5079362419.47,14621954155.48,1639324144.01,2512778631.83
pe2015,16157271697.67,19648437023.39,633047579.04,798507950.23,319444913.1,12153629025.97,27291524859.54,26040071226.93,1066479955.64,28203579244.57,3390359012.59,4681308103.35,15024413206.34,2427934879.9500003,2839803947.7000003
pe2016,15106217589.3,20853041088.71,519535966.11,807197397.07,777413148.91,13435763242.11,29035382392.59,27842683622.27,1136616873.43,30092027993.59,4404760953.56,5822481829.34,16274182077.72,3238638885.52,4134241603.8
pi2008,2547978970.65,3831027695.28,216208874.05,221999154.28,83243833.44,1931810931.6999998,4526702070.53,3622808732.48,432528584.78999996,4380474489.79,377643413.55,624526780.76,1282748606.0800002,152453387.53,410995875.67
pi2009,2700028194.99,4043264624.3,155446768.08,350829605.07,-173980592.64,2111808895.5600002,5245373550.35,3914613258.95,770524525.25,5261164181.01,416281813.69,631278842.9,1865161806.89,232943065.64,470769270.08
pi2010,2793515856.01,4524857508.68,133820362.67999999,411025605.29,41094415.74,2399849813.84,5934492790.019999,4225356568.26,763767147.6199999,5598210139.2,486684287.35,704794592.4100001,2255792592.15,155511753.06,453536357.38
pi2011,3231898613.84,5050100633.46,140521153.96,593478138.9399999,415712512.76,2800902364.4100003,6086725196.520001,4741111694.889999,525347448.08000004,5873397687.459999,531056088.93,872352705.58,1923136181.3500001,389635320.52,653635776.28
pi2012,3789884268.51,5575468120.71,135407618.07,911659133.49,493092719.11,3049423511.77,7348247829.559999,5114521404.35,710346494.87,6853769046.31,604149295.93,931812493.09,2839829198.9,331871951.86,1193618767.73
pi2013,4329174840.53,5785043666.12,109419800.21,219185653.04,677832.52,3499046035.6600003,7766191350.76,5843804085.36,1155361397.07,7351676058.39,229999541.92,1056995052.78,3196932278.69,394312016.16,1230267620.22
pi2014,4364512527.48,6201506914.05,122470605.87,225342920.13,-147537543.32,3879197581.79,8400930932.61,6308590315.68,918602339.68,7472553289.14,444777663.46,1113977279.43,3537941501.54,296817070.68,770426667.71
pi2015,4488665386.74,6600087436.36,136062794.45,258341815.57,3798087.85,4239910886.5899997,8969891867.48,7015692354.91,521154669.86,7848427828.48,456771210.12,1325834124.84,3894566157.92,314553418.43,982665719.36
pi2016,4449557724.95,7578979585.52,155926030.01,246291524.62,-356288556.33,4614358753.690001,10157764421.68,7990320466.71,880625502.84,9443309547.25,306859878.65,1420309709.98,4218557175.09,421878664.26,1405558095.33
pr2008,20313201623.75,14482742992.59,687745055.6,571192214.34,1260259483.98,6185265683.97,20530162030.910004,16775263088.29,863196647.24,18329104075.100002,61814127.04,1598905648.53,13646675479.27,396613736.29,2763726643
pr2009,20024800439.06,15092440101.8,680143229.51,618934031.67,867071707.59,6909057640.08,21673425339.95,17945974311.86,985519063.66,19696703857.67,99542938.44,1757266872,14409601839.94,883273963.45,2667383325.23
pr2010,18474712222.55,16963003163.63,698654983.51,619871325.16,810685333.73,7903154249.63,24214400223.27,19876326502.71,1350608385.2500002,22177333286.43,108022397.38,1927095050.24,16214942001.77,1492352776.32,2871675371
pr2011,19008338652.31,19713388991.28,676296230.94,613456846.81,1390363386.06,9290304852.449999,27768170272.78001,23024846239.190002,759878299.8999999,24597278589.160004,87791685.99,2268343187.03,18666005378.72,1443239440.2,3710665006.93
pr2012,19015025356.28,21849072564.42,681926804.7,667726348.34,392221542.41,10336741257.31,30846581124.850002,26178028058.590004,1303053921.32,28490682393.430004,131125011.17,2364501179.39,21110265950.15,2121439458.98,5351456336.97
pr2013,18062406970.61,25397663790.45,697793331.57,699488129.52,2294320126.78,16427474640.449999,35033158669.06,29348349523.47,1790133872.44,32047015544.58,1005217194.21,5262375415.43,24631471873.2,4918831301.42,4232998379.92
pr2014,19989826058.47,28336698864.23,734180531.84,819987460.27,492512407.48,18133077957,38676227784.36,32024359621.3,1545227111.3,34907684991.27,1104038899.23,5871311858.05,27131956769.59,2656844351.44,2982728962.87
pr2015,21419612184.92,31876371512.27,816707306.19,928292471.5,1863591789.41,19177770800.079998,43082305753.64,34283561182.35,1031571527.82,36414833044.33,1376157589.7,6299357333.74,30547366376.34,1923746156.09,5046050617.940001
pr2016,21339250608.98,34135477821.98,355047922.38,668219215.04,-481009995.32,22152439285.4,48886358958.63,46806940170.42,1647394637.83,51324695033,1711006609.62,7510244125.57,32336918929.17,3192559898.95,8411579167.03
rj2008,56474322e3,31830885e3,2514178500.5899997,887171230.6700001,4923232e3,14086997e3,41047326227.549995,38029974383.16,1754478914.47,40800988885.560005,858377e3,6407516e3,22920743457.309998,4154492e3,472264e4
rj2009,52664842e3,28976688e3,2293140484.08,1222952260.39,1446493e3,14860963e3,39100494283.86,38972554355.67,2736537190.33,43062395090.01,905214e3,7002519e3,24884732090.56,4012668e3,4813232e3
rj2010,59202175262,34534904291,2334210622.19,1227768255.98,746522,17222931775,46563868508.520004,44483694633.450005,5165741377.940001,51002384434.43001,1040247231,7976209506,29086555271.15,3556257094,5267277505
rj2011,64104459434,39268345357,2469236442.53,1630549418.5,2599970036,19468730497,52464140310.34,49967429943.829994,4715017174.290001,56553049861.02,1123435765,9164189729,32555744839.870003,3481052318,6819247601
rj2012,74432767799,40613414954,2633461022.46,2225819082.6,-908716935,22610366708,55059670491.670006,55779587484.740005,5606754193.45,63819246971.50001,1225439774,10330009035,35141715073.28,3754668880,6806929287
rj2013,79694667185,47064197574,2931170058.73,2832809081.44,-4704246421,28169385365,63457785358.57,61534795602.3,7078095332.04,71663151028.69,1352873699,11803588510,40612374424.66,5434679118,8071078371
rj2014,89862113477,46045517774,3232684942.31,3450203138.99,-7339441229,29173954532,64478113221.66,64497633895.8,7666201633.87,75704294422.89,1767834750,13179770374,42497175653.25,4307978973,7387362793
rj2015,107569561637,51224316994,3834758585.53,3450713211.05,-3957620963.05,30284482895,68867486689.42,55782283351.38,6701739295.25,65978034654.36,1829624600,13307334470,43442548897.77,7409316458,6012595391
rj2016,108103232139,46228984468.73,2729723372.37,1986946981.22,-6324634672,32666374489.18,63891144374.8,56142793711.6,2674275557.24,60832044102.88,1826752217,14107618448.48,44955109673.7,16049945387.55,4945395230
rn2008,1409396790.22,4575649137.47,69680685.2,178490654.19,354777840.53,2712765585.88,6122837717.63,5117996278.5199995,297340076.59000003,5804413903.259999,611941404.66,879618756.52,2715114091.4,194421197.39,615671872.79
rn2009,1298230745.72,4813312267.21,68305819.11,212343960.1,128979521.24,2978920997.35,6459334482.28,5634271226.89,491720638.31,6584511519.83,650903872.55,963570898.8,2925954862.09,291623765.39,685327003.48
rn2010,1478800063.25,5520354659.07,75254436.63,190074663.74,107446828.58,3352865620,7421765688.410001,6189187740.42,490729067.00000006,7080728143.9,739033651.21,1041922355.12,3432401454.2100005,294158055.38,772945641.2
rn2011,1564897443.69,5915554392.39,83793336.12,251995223.53,15004601.65,3628377516.64,8077054149.130001,6847422061.79,283666373.75,7656353593.53,825507565.49,1157579475.61,3883992157.7900004,431526546.42,671804954.3
rn2012,1502467348.73,6702372037.25,86547990.99000001,242193050.67,78923803.61,4150760006.25,9120525868.17,7809750895.25,414002843.42,8685788561.99,915707504.88,1344001960.8,4369594662.41,374552371.12,810564778.25
rn2013,1641388222.12,7275808667.35,76911875.98,610434231.54,119658718.24,4729091268.32,9928940932.15,8602076746.58,364958455.87,9873887196.34,977869832.48,1754756829.79,4840615842.61,546259739.02,958053151.85
rn2014,1823919645.72,7801589661.26,74366476.84,141640121.19,219671374.92,5068621475.97,10628052668.7,9356947781.44,360314121.34,10106870179.85,995578634.79,2000584955.69,5241223605.11,380447629.19,690684135.9300001
rn2015,1766804684.05,7996956928.75,95309687.38,153970813.71,-330022524.6,5289410260.91,11082173780.6,10050328317.81,425934273.71,11011799201.06,1177418474.74,1759182465.96,5600576367.83,538495505.91769,1172396583.96
rn2016,2061018249.67,8611240172.02,103595165.58,232720140.78,30985854.83,5790887567.41,11805912091.79,9145252721.42,551624821.83,10154993407.22,1181438727.43,2111401716.3000002,5992984653.65,1085852037.7,1380622171.55
ro2008,2297711666.76,3261805461.97,110249258.00999999,111037776.65,281626739,1222654081.12,4298019857.78,3115293397.9900002,545354628.34,3773052187.9800005,81330635.1,110894636.54,1903737195.87,89934004.91,673289065.77
ro2009,2241945813.96,3236548262.7,110474501.64,117771417.88,-830730244.23,1463067708.36,4398708031.49,3539151903.05,780295882.36,4441174343.29,112563007.16,140915635.33,2045629100.34,142558360.83,484207808.13
ro2010,2434101669.65,3715154433.38,113759073.58000001,133479337.85,34099101.88,1685408171.72,5087412700.24,4065844380.0599995,602173583.77,4802411484.2699995,123592273.3,167040991.35,2473217810.23,154834179.57,369888086.01
ro2011,2703219739.21,4480601857.73,125885294.42999999,198157977.68,421212395.73,1985857100.26,6160453353.65,4732333163.549999,484666575.77000004,5438780061.999999,464514005,192049144.79,2831786692.37,144526467.43,562836788.09
ro2012,2622813774.79,4789361242.98,118963169.46,154334176.34,50878961.26,2354247648.21,6445832693.82,5313289757.360001,448016379.36,5920640313.06,308916487.95,234308686.24,3032793494.6499996,279747439.7,421876829.87
ro2013,4062562907.79,4851853477.19,125835283.63,146788508.14,-382064880.23,2560415127.46,6582995267.1,5573044657.64,759275626.08,6479108791.86,322451952.92,286942414.21,3083087176.8,366814675.52,623292830.38
ro2014,3960149690.45,5487924195.15,87822072.2,139592448.66,104634036.97,2707216710.83,7533279572.25,6046851228.57,533609949.53,6726560345.46,494148177.79,317705832.38,3505169123.85,214303998.36,706965985.68
ro2015,4220948216.13,5825194566.13,43903396.22,115684538.29,23781853.04,2873251494.88,7966029121.62,5548126099.7,547273053.26,6222163691.25,504562916.97,290742264.09,3701070043.32,476969179.16,777180004.97
ro2016,4441565945.01,6502106330.05,39755356.5,123347158.5,392568942.06,3056622258.93,8727820718.27,5821437404.2,523686671.56,6471471234.26,520223047.43,340703583.76,3785221554.77,348531344.25,1169097092.49
rr2008,616120877.93,1592232884.58,13364068.04,52946040.18000001,145367779.83,542038714.71,1970403494.49,1441185793.8699996,205448665.2,1785438786.9099996,36222234.44,4367516.86,378446341.02000004,56684662.25,756651095.03
rr2009,1141300121.52,1626187295.53,13419238.21,56032539.54,-126212077.36,585490344.08,2046508027.35,1551560277.46,229281671.99,2005438046.72,45072712.89,23925934.68,427356866.08,120822983.08,272552395.26
rr2010,888618709.82,1788506009.17,32103495.45,47356155.38,303469154.85,665520907.08,2282723024.04,1748167766.9900002,241648780.35000002,2116660022.5200002,49177324.99,28075806.96,510140781.52000004,124947126.19506681,335012001.85
rr2011,984579659.83,2363618533.47,48972478.27,68753444.66,96965557.46,850989721.05,5280982303.69,2108958174.25,341382755.02,2599336002.21,121371709.23,8875185.21,535116033.68,441590911.59,1722742639.09
rr2012,1578398088.15,2380344161.93,52492260.28,75003441.29,49161907.37,1018553440.34,2935880249.27,2251210160.5099998,393417372.78000003,2812477154.1099997,108840312.89,13575964.84,576136458.33,496212485.7534339,1330459877.37
rr2013,1801156917.37,2403837947.86,75389988.19,141301244.8,-1034616534.39,1158321835.24,3024966201.82,2651764508.04,562981041.36,3879887764.72,143857084.65,15248036.68,652407256.88,246269960.94,338893722.95
rr2014,1910868099.42,2785141355.06,94126063.1,63498409.33,305864049.34,1122649832.09,3492183978.19,2269894204.25,357103257.71,2791387639.33,139118517.9,17696379.53,769886899.88,208560834.7,736994902.25
rr2015,1899694304.61,2824662615.35,94062755.96,82207297.68,312182708.41,1360277822.3,3570867618.8,2529101441.86,171247445.59,2831810414.56,166311936.26,26467008.75,815296694.03,600757516.8100001,1655497922.45
rr2016,1921907117.65,3376579222.11,125990268.4,125228103.11,776583227.72,1458151994.01,4204219521.36,3095901038.06,161270444.39,3384683739.14,143783685.27,40220790.58,916275830.51,394667696.76,732837209.19
rs2008,40553761391.07,16657785043.53,266190411.98000002,2916393887.7300005,2150781562.26,6723655816.33,24659512593.709995,20422879222.46,595291686.66,24000074230.77,1172924662.46,3298498059.81,17099109886.81,10690338466.43,7005761346.84
rs2009,39645534973.63,17387287460.49,202922351.16,1909398217.56,1627527141.92,7429418636.29,26157932905.94,25983787542.68,598048785.62,28555085110.03,5248959325.24,3703317099.76,17859070153.92,10551714453.32,6651092598.27
rs2010,44412294511.9,20297846621.21,164256055.99,2791494965.8500004,1582222343.35,8254619246.860001,30796292859.32,30151892931.75,1864480168.44,34880273153.04,6407295416.37,4062291641.54,21419582002.92,8448926209.17,6098391638.69
rs2011,47547620356.54,21927904938.78,124591081.61,2379567536.65,1454147381.24,9339821485.95,32760444064.360004,32613441779.920006,882037056.59,36097512951.83,6521389353.02,4558290949.9800005,22795745565.12,9232287642.28,6341598256.86
rs2012,51748594001.25,23710653600.52,1485511115.91,1200006940.39,804579809.69,19632892163.8,35296218441.520004,37780623842.01,980755726.59,40203861122.880005,7372298437.35,12667461398.25,24904059316.22,11462136272.61,7576712002.37
rs2013,55040941433.82,26387876167.82,1529251503.91,1365292382.37,623854301.09,22346830077.530003,39713753365.22,42967508725.47,1333977299.03,45762263619.71,8607466402.84,14231010866.65,28594292601.17,18754253121.32,12212386567.01
rs2014,59939701992.16,28633465815.75,1560296842.19,1708590389.28,-542159461.049995,23090848737.44,43503352558.46,48192121183.38,1452065217.78,51675467289.26,9716602459.74,13701707979.04,30826127068.66,22935278276.92,13558392918.62
rs2015,68486044087.21,30139172170.57,1664534579.9,2075436393.92,-1777129950.82,25717892177.22,45464790614.61,52271242958.71,658196236.56,55155651959.46,10264290573.47,15259897816.84,32198991681.39,30125443586.07,15705362969.06
rs2016,73796963283.16,34654897410.3,603396401.9,1140613886.04,854663469.44,26966893203.8,51804735975.71,55249661730.52,841166257,57487349344.49,11439235241.47,16896472503.2,36115443229.78,32241075702.97,17509814357.41
sc2008,12555328903.14,10420913102.08,666669789.12,454741345.97,1720181059.46,4609470327.93,12016469528.6,9142069860.629997,784334306.54,10584693344.409998,1124052221.43,1571602955.41,6928368827.190001,825953041.68,1779450648.8
sc2009,11840523755.91,10405660160.88,765316861.26,497893713.55,582027030.46,4998429237.32,15000023181.02,10238135301.9,1081146144.13,11836627610.28,838835067.77,1734520326.61,9885360765.37,976087584.52,1532956527.73
sc2010,13578641600.3,11857683741.63,814236874,428468446.74,880446093.41,5875252948.330001,17359182463.090004,11609996145.369999,1088781097.76,13166963565.789999,977357534.45,2072216320.19,11950269237.95,548679801.92,1585068525.55
sc2011,13362061556.15,13791477471.27,998236999.5600001,502668125.16,1259600983.75,6885048558.84,20281870975.629997,13424081573.73,966393537.78,14951779854.97,1105470415.6,2513046783.35,13722374484.31,644268521.55,2166718927.18
sc2012,14024533142.93,14535174071.92,1642840091.19,1580810025.82,869463844.08,7826964346.900001,21386978204.400005,15500703212.900002,972591470.9700001,18088824526.47,1212612811.37,2816773379.58,15017411595.04,265815387.97,1829013546.84
sc2013,15806481453.76,15892968191.51,668313458.28,1583098931.87,4633731.76,8559621852.5,24082818865.64,16175395667.97,1251047735.55,19254339864.11,1320851412.9,3171539183.45,16564138994.39,376526193.67,2692081447.08
sc2014,17882020462.01,17835511027.09,810887866.64,561954577.94,-654081556.180004,9857354758.73,26167765538.06,18402189402.66,2191033293.89,21230113745.18,1525060381.42,3706763604.2,18686678255.46,295803881.67,3027519098.84
sc2015,21025026280.98,19409870961.23,957286003.26,834924410.43,-330031930.82,10963389468.78,28221750427.18,20205273993.15,1816405969.42,22979636740.42,1732129738.67,4356125199.35,19345227128.7,219729195.37,2996446560.54
sc2016,22489998259.76,20488858892.36,671254327.44,610790655.32,-769575804.4,12062997582.369999,29828547674.13,21698671076.65,1817411602.32,24179579471.5,2056828557.1,4952099510.66,21180018436.55,433683809.87,3361812695.88
se2008,1592452805.67,3799764115.26,78842590.31,136541637.81,408911105.92,2053805372.56,4933757856.93,3786054452.1299996,241969423.91,4269028191.91,426952203.29,515018026.93,1579444476.8899999,46495070.6,724680987.17
se2009,1631482651.18,3934265313.28,77613172.2,121254622.44,-167083330.07,2472782710.37,5134278607.8,4400384367.78,257484970.23,4943389686.94,473363651.34,627690366.64,1718787502.49,34617301.56,546963775
se2010,2083725918.5,4629386959.1,101375046.18,112325238.97,-320011548.939999,2989663751.31,6100508931.07,5288791762.13,501271003.06000006,5998843889.04,620728349.92,800785451.38,2134199616.4299998,37629380.95,455545319.54
se2011,2958472378.36,4905588109.84,119830075.27,163905537.18,-124992576.469999,3333144053.71,6424817670.94,5395620402.87,422189869.63,6034972512.559999,686584959.77,1001552830.46,2408063188.94,218234817.97,592368662.17
se2012,3219384989.36,5221654432.54,130939659.32,210936948.11,-98139167.8000001,3593352356.07,7034232224.41,5937920627.58,369076496.91999996,6555375374.54,726105614.41,1180322049.94,2703635396.3900003,236609297.96,527307184.92
se2013,3649040872.79,5524274804.59,136863811.6,537613623.07,88146720.72,3681464982.5,7473140614.3,6188209086.41,246265625.2,6988408508.08,746099626.96,1285778103.19,2980854485.9,226454776.37,694850026.41
se2014,3981106814.98,5982485349.94,153637832.83,213340325.56,228954906.3,3981264565.69,8056737665.27,6703382137.23,500244930.08,7438093120.41,728348671.33,1469649142.4,3217640315.9,388565724.01,994546887.6
se2015,4842102139.4,6353339374.91,174450228.12,242281197.19,-53891347.74,4067136440.04,8537815613.05,6917455119.83,337967651.29,7509075204,748953442.28,1587581222.99,3433347227.55,1251187562.0500002,1066349716.06
se2016,4665572020.04,6787495872.54,148565813.32,231310952.77,259137793.32,4156137717.48,9143992036.7,7138760273.96,369675557.23,7777070797.38,857767742.48,1633277462.15,3598031227.43,1087244970.1100001,858272313.91
sp2008,161256770895.68,82182734297.27,5980094225.54,2225695835.91,5534128677.65,44810248974.34,107688074195.29001,106692664136.15001,6992323070.56,120734533460.18001,2303108978.05,19561023544.44,85749011588.03,13818032399.35,18737407603.58
sp2009,161988784428.14,86618566958.7,5757555230.13,3366896131.8,2621905610.39,47991098769.9,113618045091.79,112195654656.08,10289699068.95,130760670353.56,2515821372.1,20953778569.42,89345606351.76,14738858676.69,20551288882.49
sp2010,187378301762.7,99914614189.05,6216034968.46,3651171059.68,5152174764.94,52735132762.11,131045311418.60999,126050054073.66,12641410030.78,147056059385.73,2667928765.27,22445694173.4,103211772287.63998,18290571417.28,24314490123.83
sp2011,198004172047.17,108053551037.05,7100955821.780001,4137942397.94,6196640975.21,58957789106.93,142312289953.72998,140642804502.5,9684420890.3,159949788187.88,3060265565.66,25556210019.38,113543019737.69,19992291446.71,30479196691.55
sp2012,207670291068.82,115369737577.47,7701378207.13,4782895705.79,6489956416.88,67348317834,152648274970.12997,156162935936.17996,8101099083.059999,173106698940.16995,3534016575,30925758148.11,121781362213.62,16911596e3,29356758e3
sp2013,220362490168.61,129472631328.27,8374233419.98,5460063650.91,4402521203.7,74768896002.2,170017901652.03,174351825612.59,13339905101.81,197870171922.07,3932256862,33983270991.3,130553599150.03,15542606846.5,28835833929.46
sp2014,235630150124.57,135630164995.68,9592061539.04,5776159137.6,4589051013.68,81982351616,177532345803.41,185900793344.6,12944816199.27,209842014024,4364782087.68,36983819438.22,136064779375.1,14566196241.87,22830579972.01
sp2015,269025604839.88,140398953319.01,9683230342.26,7179203541.33,5062845327.84,89673549043.03,184033812806.03,199872628134.43,8987379774.36,220506971963.47,4655977874.94,40862688514.12,142158012947.58,16425881366.48,24854506751.39
sp2016,277904437710.13,140443287171.02,6384765558.21,4127991181.59,1563749695.92,91165769585.84,184208379552.26,201533576242.07,8373562786.62,219266294160.31,4656701326.52,43475068601.87,143082542493.11,15180824099.09,23897559171.59
to2008,733655356.11,3451007488.57,34973974.36,119971815.76,61352288.48,1348304009.46,4323631476.009999,2870540453.2900004,1007020346.61,4013208454.6700006,188810261.85,105045352.36,1108764866.88,155789905.89,514811687.69
to2009,811221353.24,3406416318.08,33837311.83,123497551.56,252193043.1,1626642607.47,4321248163.16,3152948460.47,772646329.97,4065095680.77,223796338.49,122018677.6,1142739124.45,182659633.96,587511172.56
to2010,1085215308.66,3881229046.02,49353032.519999996,95375402,-121318376.84,2015057915.52,4943635859.96,3732488875.01,872538481.48,4712377308.16,320284408.54,151182802.34,1394655609.5,78269776.98,499595535.37
to2011,1401977206.88,4548795397.79,60435190.28,125858093.32,147620271.04,2468251472.34,5865530009.599999,4485035550.879999,536839577.52000004,5173466699.139999,432307469.22,185242359.32,1695192580.58,64710269.57,456889505.19
to2012,1834947326.97,4991475367.76,72727098.02,157176299.26,102999662.81,2744147593.16,6432340349.429999,5064388271.309999,547797975.9200001,5782760787.4,503152953.1,229844189.82,1912664808.05,196648150.71,926717125.74
to2013,2101879424.38,5323440128.75,101529445.75,227870886.13,376883045.86,3247087036.5,6892086783.98,5687800540.08,675775752.47,6626509400.43,571453077.85,283632636.64,2212458445.88,118547524.53,803543210.4
to2014,2479752835.41,6071450294.61,111042314.12,231824194.73,-522092597.6,3725789715.6299996,7825217044.56,6317458896.55,940507639.52,7507435286.92,704443506.42,380924896.81,2465111005.35,133058303.77,564167569.83
to2015,3270150236.68,6304771944.72,158338065.67,327363311.2,249339619.01,4178128685.7000003,8203317200.8,6808227870.1,341709219.83,7486049495.86,597498295.58,508788073.98,2722517972.44,247219349.12,4529214093.2
to2016,3076926621.72,7293584929.36,184469783.61,350588374.55,63823528.33,4746822952.72,9513058363.94,7680680487.25,557655334.43,8600161677.83,815772819.74,649672335.7,3126741892.97,499718383.32,5139556962.41
