id,state,year,default,state_default,region,gdp,pop,ipca,inpc,igp_di,rec_cor,rec_tributaria,rec_rpps,rcl,rec_primaria,rec_primaria_dv,rec_primaria_cor,rec_primaria_cap,desp_total,desp_total_dv,desp_cor,desp_cor_dv,pessoal,juros,custeio,desp_cap,desp_cap_dv,investimentos,inv_fin,aquisicao_titulos,concessao_emprestimos,amortizacao,desp_previdencia,desp_primaria_cor_dv,desp_primaria_cap_dv,desp_primaria_dv,primario,primario_dv,dbp,dbp_dv,ativos,contratos,inativos,deducao_pessoal,dtp,dtp_dv,dcb,dcl,dfl,nominal,disp_caixa,net_debt_bacen,juros_bacen,primario_bacen,nominal_bacen,other_flows_bacen,stn_end,stn_sdrcl,stn_rpsd,stn_dprcl,stn_cgpp,stn_pidt,stn_pcrdp,stn_rtdc,capag_idc,capag_pc,capag_il
mg2008,mg,2008,0,1,sudeste,278607.6193730533,19850072,1.0590272439065465,1.0648096119225634,1.090961847308258,42378.95965296999,27040.37004603,2755.89310033,29242.489414130003,38135.97041886,38135.97041886,37826.83215065,309.13826821,39299.36285028,39299.36285028,33601.58638727,33601.58638727,16674.55915608,2544.0187873600003,14383.008443829998,5697.77646301,5697.77646301,3740.177483510001,1428.05413058,0,1061.13371451,529.54484892,4705.8186405,31057.567599909995,4107.09789958,35164.665499489995,2971.30491937,2971.3049193700026,14765.49709132,14765.49709132,8710.78053622,377.57166847999997,5677.144886620001,1383.48505465,13382.01203667,13382.01203667,60120.982504349995,51560.659307580005,50152.30495944,6122.7375244899995,4939.247302029999,49081.71175677418,8052.181863842892,-2381.869129569397,5670.312734273495,344.52452208681154,2.055946115015074,0.29346772059071663,0.34623625510598277,0.5049329720945473,0.26121901402325803,0.09517145348536746,0.5856352126730456,1.8800218432486382,2.055946115015074,0.7928837013089617,10.153835573049303
ms2008,ms,2008,0,0,centro-oeste,36219.26303802241,2336058,1.0590272439065465,1.0648096119225634,1.090961847308258,6870.74075145,4626.355803269999,183.28646527,4829.848169350001,6816.81607838,6816.81607838,6589.930779859999,226.88529852000002,6677.730357030001,6677.730357030001,5556.147861140001,5556.147861140001,2172.6302116600004,180.66115211,3202.85649737,1121.5824958899998,1121.5824958899998,749.55209188,13.67004353,0,11.0927,358.36036048,724.4284412100001,5375.48670903,752.1294354099998,6127.61614444,678.10723394,689.1999339399996,1737.5655301699999,1737.5655301699999,1736.4846436699997,0,1.0808865,32.13980823,1705.4257219400001,1705.42572194,6790.17768223,5567.19817847,5540.76028367,-255.15754201,1384.99221978,5377.2881231496995,807.6490158384029,-1161.0935264677853,-353.4445106293822,138.1322465534222,1.4058780823215442,0.24141739769747753,0.5815624194044465,0.35975572507568926,0.2366014949861816,0.11224653464644717,0.25300837852784996,1.4444467952494577,1.4058780823215442,0.8086679533014591,4.00057141443735
mt2008,mt,2008,0,0,centro-oeste,49202.50524855613,2957732,1.0590272439065465,1.0648096119225634,1.090961847308258,8398.31852831,4629.17362834,234.97068862,6181.77681141,7981.24573774,7981.24573774,7939.74335666,41.50238108,7906.42304917,7906.42304917,6770.4323201199995,6770.4323201199995,3490.2154083200003,419.96604766999997,2860.2508641299996,1135.99072905,1135.99072905,838.07319215,11.807183179999999,0,4.533459440000001,286.11035372,779.6920625399999,6350.466272449999,845.3469158899999,7195.81318834,785.50305999,785.4325493999996,2912.88233819,2912.88233819,2265.44582105,30.934290710000003,616.50222643,664.17097919,2248.711359,2248.711359,5388.68668226,4324.15534626,4041.12112901,-255.74363313,875.06076011,5241.490757715306,559.410251277483,-616.9071210934391,-57.49686981595594,130.54818721200706,0.8717051499358315,0.13677630732912668,0.92901705215373,0.47120470813723886,0.24044051121408253,0.10599903229792126,0.3013634483523365,1.618450215816315,0.8717051499358315,0.8061652219188238,4.618103465754777
pa2008,pa,2008,0,0,norte,60956.97822683515,7321493,1.0590272439065465,1.0648096119225634,1.090961847308258,10168.125598099998,4683.92581129,408.30785804000004,7587.65104532,9476.550340200001,9476.550340200001,9248.56459509,227.98574511,9381.4034049,9381.4034049,8089.40789424,8089.40789424,3495.51210724,129.91380301,4463.98198399,1291.99551066,1291.99551066,919.11532855,157.66862595999999,0,1.7878,215.21155615,1190.62295642,7959.49409123,1074.99615451,9034.49024574,442.06009445999996,442.060094460001,3829.48323854,3829.4832385399995,2728.70399745,52.18852245,1048.59071864,557.9744895399999,3271.508749,3271.5087489999996,2790.9575211,2144.102523,1578.09094986,15.04477227,942.20429735,1160.2840056321018,176.13670641727182,-346.18464699237995,-170.0479405751081,127.9701905771151,0.3678289241861537,0.05157699797075568,1.1295823611431286,0.5046994406657636,0.2569678437577778,0.09797205054309219,0.3429363224002601,1.0492707694808863,0.3678289241861537,0.79556530023110406,1.674892541138334
pb2008,pb,2008,0,0,nordeste,26889.57307290299,3742606,1.0590272439065465,1.0648096119225634,1.090961847308258,5806.148397360001,2287.24054057,183.31544177,4391.207183760001,5446.39093891,5446.39093891,5354.4319164,91.95902251000001,5309.72591635,5309.72591635,4684.55636416,4684.55636416,2553.45019264,104.41271864999999,2026.6934528699999,625.1695521900001,625.1695521900001,387.42368683000007,43.96549947,0,0,193.78036588999998,524.98458012,4580.14364551,431.38918630000006,5011.53283181,444.37917689,434.8581070999994,2376.01712521,2376.01712521,1761.43130753,0.13925619,614.44656149,386.02737758999996,1989.98974762,1989.9897476200001,2608.7367321399997,2115.18011209,1969.50571982,-158.98464113,524.84493735,1755.432416922824,162.4294857975568,-339.4899674161469,-177.06048161859,93.4621689446541,0.5940819057201149,0.0811188898134726,1.2475207375223845,0.5410851790362393,0.23942331909611175,0.072964912489555,0.3491825259479014,1.1285577191415108,0.5940819057201149,0.8068268400253121,3.7525478091953244
pe2008,pe,2008,0,0,nordeste,70413.93854051206,8734194,1.0590272439065465,1.0648096119225634,1.090961847308258,13628.856969900002,7120.386574589999,542.0584252799999,10010.23065872,13934.36462253,13934.364622529998,13595.18779247,339.17683006,13938.133961170002,13938.133961170002,12373.36141022,12373.36141022,7089.583920020001,257.33522992,5026.4422602800005,1564.77255095,1564.77255095,741.90143235,342.53646953,0,0,480.33464907,1977.1573704099999,12116.026180300001,1084.43790188,13200.46408218,733.90054035,733.9005403499984,5918.768828310001,5918.76882831,3367.7722915,0,2550.9965368099997,1745.45841092,4173.31041739,4173.310417389999,5043.6341539899995,4249.4237218299995,4249.4237218299995,-154.76966589,1424.32769991,2895.0826281991754,490.6007169914165,-832.9448366499088,-342.3441196584923,181.6917923076637,0.5038479457610147,0.09699430504287393,0.7558696139857956,0.591271972654707,0.10146762210008681,0.05322817490611369,0.27416048585328046,1.4165857689954553,0.5038479457610147,0.9078796143761121,2.9834592994986413
pi2008,pi,2008,0,0,nordeste,16203.339851788069,3119697,1.0590272439065465,1.0648096119225634,1.090961847308258,4526.70207053,1282.7486060800002,223.12431163999997,3831.02769528,4251.11842939,4251.1184293900005,4163.57924551,87.53918388,4380.47448979,4380.47448979,3622.80873248,3622.80873248,1649.92312551,216.20887405000002,1756.6767329200002,757.6657573099999,757.6657573099999,432.52858478999997,103.13801824,0,0,221.99915428,372.88005438,3406.59985843,535.6666030299999,3942.26646146,83.24383344,308.8519679300003,1931.8109316999999,1931.8109317,1307.28415094,0,624.52678076,396.73517862,1535.07575308,1535.07575308,2547.97897065,2308.1898024499997,1820.7563992799999,-133.33767428,454.22698901999996,1770.1036874929223,222.6409861264469,-343.4184005454525,-120.77741441900561,69.66290636970265,0.6650901985880253,0.11606288854404884,0.18721619097166206,0.5042539718728942,0.24950070643978986,0.0987401218288422,0.5983809244262104,0.7302132384640727,0.6650901985880253,0.8003196755680965,4.0084725110859285
pr2008,pr,2008,0,0,sul,185683.8586676317,10590169,1.0590272439065465,1.0648096119225634,1.090961847308258,20530.162030910004,13646.675479270001,94.64313396,14482.74299259,18330.42628914,18330.42628914,18175.20138722,155.22490191999998,18329.104075100004,18329.104075100004,16775.26308829,16775.26308829,8709.956850800001,687.7450556,7377.56118189,1553.84098681,1553.84098681,863.1966472400001,119.45212523000001,0,0,571.1922143400001,1707.2399101600001,16087.51803269,982.6487724699999,17070.16680516,1260.25948398,1260.2594839799995,6185.26568397,6185.265683969999,4454.572758049999,131.78727739,1598.90564853,63.59646194,6121.66922203,6121.66922203,20313.20162375,17192.09950733,14415.52700876,4705.16624691,2763.728743,13918.954303594699,1354.0531536474593,-1802.374866776192,-448.3217131287333,457.0383763605593,1.4025797208541997,0.13293375218855283,0.6545968139621615,0.427078329508067,0.22383547267530582,0.04709431752382531,0.05543634107706056,1.849754294517957,1.4025797208541997,0.8171032972381482,5.215970288427108
rj2008,rj,2008,0,1,sudeste,378285.800318053,15872362,1.0590272439065465,1.0648096119225634,1.090961847308258,41047.326227549995,22920.743457309996,858.37656013,31830.885,40752.749,40752.749,40499.876,252.873,40800.98888556001,40800.98888556001,38029.974383160006,38029.974383160006,10708.17785107,2514.1785005899997,24807.6180315,2771.0145024000003,2771.0145024000003,1754.47891447,129.36435726,0,58.3328898,887.1712306700001,2710.46827949,35515.795882570004,1825.51038193,37341.30626450001,4923.232,3411.4427354999925,14086.997,14086.997,7531.39,148.091,6407.516,6477.638,7609.359,7609.359,56474.322,51041.606,49564.791,4605.69,5576.685,48719.605497435216,6991.81734587112,-3543.8702750662565,3447.947070804864,522.6726707592057,1.7741989266085438,0.24752653206284148,0.6248558367832159,0.44255750350642153,0.07934141143482076,0.04300089194874717,0.31668939519613626,0.9239397119145376,1.7741989266085438,0.926490903995476,8.887859185161076
rn2008,rn,2008,0,0,nordeste,28898.860490854364,3106430,1.0590272439065465,1.0648096119225634,1.090961847308258,6122.83771763,2715.1140914000002,210.44446763,4575.64913747,5780.69786629,5780.697866290001,5773.49173502,7.206131269999999,5804.41390326,5804.41390326,5117.99627852,5117.99627852,2625.657148319999,69.6806852,2422.6584450000005,686.4176247400001,686.4176247400001,297.34007659,210.58689396,0,139.65894637,178.49065419,825.39574464,5048.31559332,368.26802418,5416.5836175,354.77784053,364.11424879000094,2712.76558588,2712.7655858799994,1823.36271639,9.78411297,879.61875652,585.5736287000001,2127.19195718,2127.1919571799995,1409.39679022,793.7249174299999,793.7249174299999,-76.64841512999999,615.67187279,563.766720473008,86.65762644845537,-131.26561746028497,-44.607991011829576,36.155929016597604,0.3080211676805476,0.05794768625661342,1.3380356066263146,0.5928701052852058,0.196334929614403,0.05122654613293541,0.25496190039335165,1.120716829482746,0.3080211676805476,0.8358863184930287,1.2892012003620186
ro2008,ro,2008,0,0,norte,17285.54172610471,1493566,1.0590272439065465,1.0648096119225634,1.090961847308258,4298.01985778,1903.7371958699998,82.06837077,3261.8054619699997,3833.391894,3833.391894,3816.700796,16.691098,3773.0521879800003,3773.0521879800003,3115.2933979900004,3115.2933979900004,1528.79553235,110.24925800999999,1476.2486076300002,657.75878999,657.75878999,545.35462834,1.366385,0,0,111.03777665000001,125.17645716,3005.0441399800006,546.72101334,3551.7651533200005,281.626739,281.62674067999933,1222.6540811199998,1222.6540811199998,1111.75944458,0,110.89463654000001,129.52272259,1093.13135853,1093.13135853,2297.7116667600003,1606.72388871,1606.72388871,-47.663111289999996,745.30140035,1155.1163092999998,216.89349686253627,-288.75678104526065,-71.86328418272447,209.1059104427244,0.704429400695244,0.10053673566248765,0.8587980523584734,0.3748396694331261,0.3796517081033521,0.14453938116132167,0.6556214533624367,1.2895776402636536,0.704429400695244,0.7248206153237976,2.1558041994225
rr2008,rr,2008,0,0,norte,4841.86242428538,412783,1.0590272439065465,1.0648096119225634,1.090961847308258,1970.40349449,378.44634102000003,39.438344869999995,1592.23288458,1638.7795625,1638.7795625,1500.9371106199999,137.84245188,1785.4387869099996,1785.4387869099996,1441.1857938699995,1441.1857938699995,676.60711152,13.36406804,751.2146143099997,344.25299304000004,344.25299304000004,205.4486652,85.85828766,0,0,52.946040180000004,4.36751686,1427.8217258299997,291.30695286,1719.1286786899996,145.36777983000002,-80.34911618999958,542.03871471,542.0387147099999,541.71273118,0,0.32598353,15.304486789999999,526.73422792,526.7342279199999,616.1208779299999,278.91867821,278.91867821,443.72899149,285.60116024,330.19917240999996,42.08960272521852,-5.38147289432512,36.70812983089337,2.9455260091066897,0.38695399642654704,0.05968702432011827,1.5296132628363341,0.3404267805038955,0.367209906502685,0.11506900528108457,9.029923898221654,0.5037792580321508,0.38695399642654704,0.7314165844204524,0.9766020487298283
rs2008,rs,2008,0,1,sul,190229.8224417164,10855214,1.0590272439065465,1.0648096119225634,1.090961847308258,24659.512593709995,17099.109886809998,1169.8615058199998,16657.785043530002,22949.882681919997,22949.882681919997,22861.88522123,87.99746069,24000.074230770002,24000.074230770002,20422.87922246,20422.87922246,11829.12547601,266.19041198,8327.563334470002,3577.1950083100005,3577.1950083100005,595.29168666,65.50943392,0,18.388811399999998,2916.3938877300006,3791.52848106,20156.68881048,642.41230918,20799.10111966,2150.78156226,2150.7815622599983,6723.65581633,6723.65581633,3425.15775652,0,3298.49805981,375.2400121,6348.41580423,6348.41580423,40553.76139107,39058.53414222,39058.53414222,3544.13084935,805.47362664,38574.622160753046,5485.459932141266,-800.8665558840268,4684.59337625724,627.8918643371103,2.434523034430761,0.5043800119833222,0.2559889291543226,0.40363444472117943,0.20744545003188244,0.024803743560792357,0.3085461474610738,2.0533149013748395,2.434523034430761,0.8281947643875714,48.491387986408775
sc2008,sc,2008,0,0,sul,121477.25785073914,6052587,1.0590272439065465,1.0648096119225634,1.090961847308258,12016.4695286,6928.368827190001,771.63083093,10420.91310208,11068.22634263,11068.22634263,11053.35126741,14.875075220000001,10584.693344409998,10584.693344409998,9142.069860629997,9142.069860629997,3970.546491229999,666.66978912,4504.853580279999,1442.62348378,1442.62348378,784.33430653999994,203.54783127000002,103.63875048,11.59817567,454.74134597000005,1595.15478274,8475.400071509997,872.64521166,9348.045283169999,1720.1810594600001,1720.181059460001,4609.47032793,4609.47032793,3026.28195317,11.58541935,1571.60295541,751.78008533,3857.6902425999997,3857.6902426000006,12555.32890314,8065.81403565,8065.81403565,387.99735366000004,3099.0911035599997,9504.626395855985,2544.3605650506674,-1987.303821088998,557.0567439616698,188.5868852738979,1.2048204202599073,0.2877964609859428,0.5735653907387831,0.44232883268261364,0.3144145376036235,0.07410080585416522,0.4837341424664561,1.5379786942507836,1.2048204202599073,0.7607949938100588,2.6026385692194096
se2008,se,2008,0,0,nordeste,21418.37799304106,1999374,1.0590272439065465,1.0648096119225634,1.090961847308258,4933.75785693,1579.4444768899998,510.54643004,3799.7641152600004,4462.55506971,4462.55506971,4304.48518614,158.06988357,4269.02819191,4269.02819191,3786.05445213,3786.05445213,2429.1387407299994,78.84259031,1278.07312109,482.97373978,482.97373978,241.96942391,104.46267806,0,0,136.54163781,518.8764051799999,3707.2118618199997,346.43210197,4053.64396379,408.91110592,408.91110592000007,2053.80537256,2053.80537256,1537.66504805,1.1222975800000001,515.01802693,526.33976401,1527.4656085499998,1527.4656085499998,1592.45280567,829.75906656,634.95121626,-478.10788771,766.54767272,695.6051301653239,123.44696544057385,-331.25906382190175,-207.81209838132784,22.697169869096935,0.41909254294882353,0.06842230079663354,1.5728039645103078,0.5405086500795767,0.3031396984146156,0.056680212224539284,0.9839461284867824,1.2358013409616002,0.41909254294882353,0.7673774356015616,0.8283258026300618
sp2008,sp,2008,0,0,sudeste,1042510.1679382571,41011635,1.0590272439065465,1.0648096119225634,1.090961847308258,107688.07419529001,85749.01158803,2959.0971665,82182.73429727,117490.81990838,117490.81990837998,116393.43470048,1097.3852079,120734.53346018001,120734.53346018001,106692.66413615001,106692.66413615001,39741.56938569,5980.09422554,60971.000524920004,14041.86932403,14041.86932403,6992.323070560001,4823.85041756,0,0,2225.69583591,14528.864120299999,100712.56991061002,11816.173488120001,112528.74339873002,5534.128677649999,4962.076509649979,44810.24897433999,44810.24897433999,25249.2254299,0,19561.02354444,11266.87178757,33543.37718677,33543.37718677,161256.77089568,133920.65791528998,139005.78405717,13880.32084486,19114.43666179,154422.65320390396,21396.713189902872,-7038.2984730865055,14358.41471681636,1010.421924898378,1.9621733479003596,0.28743761360344,0.2342745260063316,0.5452513761863059,0.009329695412514596,0.05791485559403905,0.20367023478218743,1.406390101028156,1.9621733479003596,0.9907565432237664,7.2722930064187725
to2008,to,2008,0,0,norte,12116.393287465198,1280509,1.0590272439065465,1.0648096119225634,1.090961847308258,4323.6314760099995,1108.7648668800002,146.01663266,3451.00748857,3904.96275956,3904.96275956,3718.0162103400003,186.94654922,4013.2084546700007,4013.2084546700007,2870.5404532900006,2870.5404532900006,1481.3816594300004,34.97397436,1354.1848195000002,1142.66800138,1142.66800138,1007.02034661,15.675839010000002,0,14.65219347,119.97181576,111.02553008999999,2835.5664789300004,1008.0439921500001,3843.6104710800005,61.35228848,61.352288479999544,1348.30400946,1348.3040094599999,1243.2586571,0,105.04535236,105.99043427,1242.3135751900002,1242.3135751899997,733.6553561100001,340.84994136,340.84994136,105.3909807,443.00746396,297.95152773,4.4832992097292435,-28.60068381517943,-24.117384605450123,139.65700129545004,0.21259164419084065,0.036063414925042635,0.492967191383998,0.39069866232562106,0.506208167543702,0.25092649883117163,1.3151626706185089,0.8187692336481697,0.21259164419084065,0.6639188536806188,0.7693999968153494
