id,state,year,calamity,default,yh1,yh2,yh3,stn_end,stn_sdrcl,stn_rpsd,stn_dprcl,stn_cgpp,stn_pidt,stn_pcrdp,stn_rtdc,capag_idc,capag_pc,capag_il,stn_end_z,stn_sdrcl_z,stn_rpsd_z,stn_dprcl_z,stn_cgpp_z,stn_pidt_z,stn_pcrdp_z,stn_rtdc_z,capag_idc_z,capag_pc_z,capag_il_z,stn_end_zz,stn_sdrcl_zz,stn_rpsd_zz,stn_dprcl_zz,stn_cgpp_zz,stn_pidt_zz,stn_pcrdp_zz,stn_rtdc_zz,capag_idc_zz,capag_pc_zz,capag_il_zz,stn_end_lag,stn_sdrcl_lag,stn_rpsd_lag,stn_dprcl_lag,stn_cgpp_lag,stn_pidt_lag,stn_pcrdp_lag,stn_rtdc_lag,capag_idc_lag,capag_pc_lag,capag_il_lag,stn_end_z_lag,stn_sdrcl_z_lag,stn_rpsd_z_lag,stn_dprcl_z_lag,stn_cgpp_z_lag,stn_pidt_z_lag,stn_pcrdp_z_lag,stn_rtdc_z_lag,capag_idc_z_lag,capag_pc_z_lag,capag_il_z_lag,stn_end_zz_lag,stn_sdrcl_zz_lag,stn_rpsd_zz_lag,stn_dprcl_zz_lag,stn_cgpp_zz_lag,stn_pidt_zz_lag,stn_pcrdp_zz_lag,stn_rtdc_zz_lag,capag_idc_zz_lag,capag_pc_zz_lag,capag_il_zz_lag,sgdp,sgdp_real,sgdp_index,sgdp_rate,sgdp_real_index,sgdp_real_rate,region,state_calamity,ipca,ipca_index,ipca_rate,inpc,inpc_index,inpc_rate,igp_di,igp_di_index,igp_di_rate
mg2008,mg,2008,FALSE,FALSE,FALSE,FALSE,FALSE,2.05594611501507,0.105106086993909,0.96672959176672,0.504932972094547,0.261219014023258,0.0951714534853675,0.363296576191125,0.792249452820904,2.05594611501507,0.792883701308962,0.71951296747146,2.04422993499594,0.562529579311924,0.249762550100985,-0.439537427238008,0.232598006953744,0.126286959494473,-0.391315562124114,1.10662266129599,2.04422993499594,-0.370354606245238,0.524079794207894,1.02211496749797,0.281264789655962,0.124881275050492,-0.219768713619004,0.116299003476872,0.0631434797472365,-0.195657781062057,0.553311330647995,1.02211496749797,-0.185177303122619,0.262039897103947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278607619373.053,1.29114551144953,1,1,1,1,sudeste,TRUE,2892.86,1,1,2975.11,1,1,404.185,1,1
ms2008,ms,2008,FALSE,FALSE,FALSE,FALSE,FALSE,1.40587808232154,0.111602165055748,1.25803371127377,0.359755725075689,0.236601494986182,0.112246534646447,0.252022726668562,0.782204644903313,1.40587808232154,0.808667953301459,0.429157488265088,0.921021439260394,0.715901417632125,0.388898138658458,-2.0330989737135,0.0845738393647978,0.507490697860021,-0.468714374048463,1.05177748600163,0.921021439260394,-0.218689435023213,-0.148163920677606,0.460510719630197,0.357950708816062,0.194449069329229,-1.01654948685675,0.0422869196823989,0.25374534893001,-0.234357187024232,0.525888743000814,0.460510719630197,-0.109344717511606,-0.0740819603388032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36219263038.0224,1.26443535224365,1,1,1,1,centro-oeste,FALSE,2892.86,1,1,2975.11,1,1,404.185,1,1
mt2008,mt,2008,FALSE,FALSE,FALSE,FALSE,FALSE,0.871705149935831,0.114219005785968,1.11249017591246,0.471204708137239,0.240440511214083,0.105999032297921,1.02044510126588,0.656011568597362,0.871705149935831,0.806165221918824,0.622991520527051,-0.00193976737143569,0.777684799784306,0.319382178885906,-0.809761174935611,0.107657691991849,0.36801427439598,0.0657775942361354,0.362756705543074,-0.00193976737143569,-0.242737276115115,0.300609115309785,-0.000969883685717843,0.388842399892153,0.159691089442953,-0.404880587467805,0.0538288459959243,0.18400713719799,0.0328887971180677,0.181378352771537,-0.000969883685717843,-0.121368638057558,0.150304557654892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49202505248.5561,1.49882122154754,1,1,1,1,centro-oeste,FALSE,2892.86,1,1,2975.11,1,1,404.185,1,1
pa2008,pa,2008,FALSE,FALSE,FALSE,FALSE,FALSE,0.367828924186154,0.0454851385624634,1.28086819101305,0.504699440665764,0.256967843757778,0.0979720505430922,0.554295159100628,0.564014502924639,0.367828924186154,0.795565300231104,0.601204014398969,-0.872553347947263,-0.845115830160844,0.39980457136976,-0.442100822759311,0.207035888412114,0.188810707287465,-0.258462574114275,-0.139552072761326,-0.872553347947263,-0.344588091628718,0.250165727440317,-0.436276673973632,-0.422557915080422,0.19990228568488,-0.221050411379656,0.103517944206057,0.0944053536437326,-0.129231287057138,-0.0697760363806632,-0.436276673973632,-0.172294045814359,0.125082863720158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60956978226.8352,1.38268359519215,1,1,1,1,norte,FALSE,2892.86,1,1,2975.11,1,1,404.185,1,1
pb2008,pb,2008,FALSE,FALSE,FALSE,FALSE,FALSE,0.594081905720115,0.0679068584244459,1.49023971355845,0.541085179036239,0.239423319096112,0.072964912489555,0.769677663169243,0.468856634369017,0.594081905720115,0.806826840025312,0.441134680051414,-0.48162615530949,-0.315740973393928,0.499806693089919,-0.042706877096625,0.101541356047764,-0.369477386450002,-0.108648848825462,-0.659118999713834,-0.48162615530949,-0.236380026911805,-0.120433801988808,-0.240813077654745,-0.157870486696964,0.249903346544959,-0.0213534385483125,0.050770678023882,-0.184738693225001,-0.0543244244127309,-0.329559499856917,-0.240813077654745,-0.118190013455903,-0.0602169009944038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26889573072.903,1.28623595138057,1,1,1,1,nordeste,FALSE,2892.86,1,1,2975.11,1,1,404.185,1,1
pe2008,pe,2008,FALSE,FALSE,FALSE,FALSE,FALSE,0.503847945761015,0.0736915965415252,0.994890209364166,0.591271972654707,0.101467622100087,0.0532281749061137,0.761294051676185,0.553956351678609,0.503847945761015,0.907879614376112,0.669253520987406,-0.637535299172442,-0.179163809331,0.263212906073269,0.508176584971666,-0.72798078959306,-0.810103002162852,-0.114480242023254,-0.194470103325121,-0.637535299172442,0.734599550179312,0.407716923753793,-0.318767649586221,-0.0895819046655,0.131606453036634,0.254088292485833,-0.36399039479653,-0.405051501081426,-0.0572401210116272,-0.0972350516625607,-0.318767649586221,0.367299775089656,0.203858461876896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70413938540.5121,1.23618389949578,1,1,1,1,nordeste,FALSE,2892.86,1,1,2975.11,1,1,404.185,1,1
pi2008,pi,2008,FALSE,FALSE,FALSE,FALSE,FALSE,0.665090198588025,0.114383936422567,0.189964190654471,0.504253971872894,0.24950070643979,0.0987401218288422,0.604687301144136,0.333631391700293,0.665090198588025,0.800319675568096,0.370936538673223,-0.358935738605804,0.781578797776589,-0.121243913651472,-0.44699058305611,0.16213628727429,0.205958013510906,-0.223411284514559,-1.39745587974524,-0.358935738605804,-0.29890501777248,-0.282959611617467,-0.179467869302902,0.390789398888294,-0.0606219568257361,-0.223495291528055,0.0810681436371448,0.102979006755453,-0.11170564225728,-0.698727939872622,-0.179467869302902,-0.14945250888624,-0.141479805808733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16203339851.7881,1.39844751552619,1,1,1,1,nordeste,FALSE,2892.86,1,1,2975.11,1,1,404.185,1,1
pr2008,pr,2008,FALSE,FALSE,FALSE,FALSE,FALSE,1.4025797208542,0.0869267148208131,1.00105026205163,0.427078329508067,0.223835472675306,0.0470943175238253,0.0386602718533333,0.786712630401264,1.4025797208542,0.817103297238148,0.143506861394758,0.915322424025361,0.133316182682054,0.266155132079772,-1.29412151109443,0.00781225249882416,-0.947042284774238,-0.617123012581388,1.07639132201402,0.915322424025361,-0.137637264601534,-0.80951475549412,0.457661212012681,0.0666580913410272,0.133077566039886,-0.647060755547216,0.00390612624941208,-0.473521142387119,-0.308561506290694,0.538195661007009,0.457661212012681,-0.0688186323007668,-0.40475737774706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185683858667.632,1.2515115324497,1,1,1,1,sul,FALSE,2892.86,1,1,2975.11,1,1,404.185,1,1
rj2008,rj,2008,FALSE,FALSE,FALSE,FALSE,FALSE,1.77419892660854,0.106856901127945,1.4474348094091,0.442557503506422,0.0793414114348208,0.0430008919487472,0.133964082180989,0.588962604933817,1.77419892660854,0.926490903995476,0.879696949164027,1.55741806338832,0.603866148814013,0.47936178643345,-1.12421185264928,-0.861024818550278,-1.03842862239808,-0.550832489490172,-0.00333413418244699,1.55741806338832,0.913428703953922,0.894944760188527,0.778709031694161,0.301933074407006,0.239680893216725,-0.562105926324642,-0.430512409275139,-0.51921431119904,-0.275416244745086,-0.0016670670912235,0.778709031694161,0.456714351976961,0.447472380094264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378285800318.053,1.17008279563487,1,1,1,1,sudeste,TRUE,2892.86,1,1,2975.11,1,1,404.185,1,1
rn2008,rn,2008,FALSE,FALSE,FALSE,FALSE,FALSE,0.308021167680548,0.0542374058705079,1.42956814192177,0.592870105285206,0.196334929614403,0.0512265461329354,0.695689354193627,0.512625467766572,0.308021167680548,0.835886318493029,0.315787038490088,-0.975891116979892,-0.638475559873737,0.470828129921431,0.525718746422074,-0.157547424433005,-0.854789663617489,-0.160112937068793,-0.420138885826862,-0.975891116979892,0.0428419963759555,-0.41064414844289,-0.487945558489946,-0.319237779936868,0.235414064960715,0.262859373211037,-0.0787737122165025,-0.427394831808744,-0.0800564685343964,-0.210069442913431,-0.487945558489946,0.0214209981879777,-0.205322074221445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28898860490.8544,1.20751470472458,1,1,1,1,nordeste,FALSE,2892.86,1,1,2975.11,1,1,404.185,1,1
ro2008,ro,2008,FALSE,FALSE,FALSE,FALSE,FALSE,0.704429400695244,0.0678418861087907,1.27267618472411,0.374839669433126,0.379651708103352,0.144539381161322,0.733404586890582,0.590062548703613,0.704429400695244,0.724820615323798,0.133574135512134,-0.290964197474636,-0.317274964118346,0.395891823350927,-1.86752761738337,0.944729108797068,1.22843332166402,-0.133879332185709,0.00267161618762641,-0.290964197474636,-1.0243481939519,-0.832511437232398,-0.145482098737318,-0.158637482059173,0.197945911675463,-0.933763808691685,0.472364554398534,0.614216660832009,-0.0669396660928543,0.00133580809381321,-0.145482098737318,-0.512174096975948,-0.416255718616199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17285541726.1047,1.35951068336518,1,1,1,1,norte,FALSE,2892.86,1,1,2975.11,1,1,404.185,1,1
rr2008,rr,2008,FALSE,FALSE,FALSE,FALSE,FALSE,0.386953996426547,0.0416459858744164,2.19224163151275,0.340426780503896,0.367209906502685,0.115069005281085,8.2935534311824,0.253288453130794,0.386953996426547,0.731416584420452,0.0749151922495434,-0.839508431812934,-0.935757891378777,0.835103873879299,-2.24526626188068,0.869917048228665,0.570502776526048,5.124737503936,-1.83613251603927,-0.839508431812934,-0.960969911414665,-0.96832119029056,-0.419754215906467,-0.467878945689389,0.417551936939649,-1.12263313094034,0.434958524114332,0.285251388263024,2.562368751968,-0.918066258019634,-0.419754215906467,-0.480484955707333,-0.48416059514528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4841862424.28538,1.33476041005189,1,1,1,1,norte,FALSE,2892.86,1,1,2975.11,1,1,404.185,1,1
rs2008,rs,2008,FALSE,TRUE,TRUE,TRUE,TRUE,2.43452303443076,0.191056871690522,0.675797201178923,0.403634444721179,0.207445450031882,0.0248037435607924,0.355593558398989,0.732632494854541,2.43452303443076,0.828194764387571,1.52593528913913,2.69834733623963,2.59182013408877,0.110804510429713,-1.55145710646864,-0.090740304925941,-1.44468267926854,-0.396673554391853,0.781110960424561,2.69834733623963,-0.0310633664453004,2.39114405201427,1.34917366811981,1.29591006704439,0.0554022552148565,-0.775728553234319,-0.0453701524629705,-0.722341339634269,-0.198336777195927,0.39055548021228,1.34917366811981,-0.0155316832226502,1.19557202600714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190229822441.716,1.17104863405737,1,1,1,1,sul,TRUE,2892.86,1,1,2975.11,1,1,404.185,1,1
sc2008,sc,2008,FALSE,FALSE,FALSE,FALSE,FALSE,1.20482042025991,0.107611600260458,1.53394326633108,0.442328832682614,0.314414537603624,0.0741008058541652,0.715226589235293,0.72194489169748,1.20482042025991,0.760794993810059,0.46416181434253,0.573627531541781,0.621684529724805,0.520680821294362,-1.12672189495346,0.552460584721325,-0.344118397354184,-0.146523411883857,0.722756089586359,0.573627531541781,-0.678683396195364,-0.0671203727353355,0.286813765770891,0.310842264862402,0.260340410647181,-0.56336094747673,0.276230292360662,-0.172059198677092,-0.0732617059419283,0.361378044793179,0.286813765770891,-0.339341698097682,-0.0335601863676678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121477257850.739,1.24164603593572,1,1,1,1,sul,FALSE,2892.86,1,1,2975.11,1,1,404.185,1,1
se2008,se,2008,FALSE,FALSE,FALSE,FALSE,FALSE,0.419092542948824,0.056683578660846,1.89851926247904,0.540508650079577,0.303139698414616,0.0566802122245393,0.829004386186331,0.402652845379795,0.419092542948824,0.767377435601562,0.0641593631172401,-0.783978415447046,-0.58072163294559,0.694813256784158,-0.0490352404912541,0.484665422944928,-0.733035753208235,-0.0673829278872596,-1.02059514162255,-0.783978415447046,-0.615435092643076,-0.993223556701335,-0.391989207723523,-0.290360816472795,0.347406628392079,-0.024517620245627,0.242332711472464,-0.366517876604118,-0.0336914639436298,-0.510297570811274,-0.391989207723523,-0.307717546321538,-0.496611778350668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21418377993.0411,1.2953210230799,1,1,1,1,nordeste,FALSE,2892.86,1,1,2975.11,1,1,404.185,1,1
sp2008,sp,2008,FALSE,FALSE,FALSE,FALSE,FALSE,1.96217334790036,0.0998481023005167,0.674417531548704,0.545251376186306,0.0093296954125146,0.0579148555940391,0.117739696637942,0.787277843790767,1.96217334790036,0.990756543223766,0.737457000012633,1.88220632608925,0.438389017790304,0.110145538814962,0.00302406015223712,-1.28200249587297,-0.705472155497536,-0.562117694150767,1.07947741660939,1.88220632608925,1.53093399859091,0.565624603792596,0.941103163044623,0.219194508895152,0.0550727694074808,0.00151203007611856,-0.641001247936484,-0.352736077748768,-0.281058847075384,0.539738708304695,0.941103163044623,0.765466999295455,0.282812301896298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042510167938.26,1.30274685605459,1,1,1,1,sudeste,FALSE,2892.86,1,1,2975.11,1,1,404.185,1,1
to2008,to,2008,FALSE,FALSE,FALSE,FALSE,FALSE,0.212591644190841,0.044898711646727,0.395959699405094,0.390698662325621,0.506208167543702,0.250926498831172,1.797416616805,0.370760848686377,0.212591644190841,0.663918853680619,0.302615324428708,-1.1407773229413,-0.858961318661865,-0.0228542774227947,-1.69344881537919,1.70570809020651,3.60354162054122,0.606216093127058,-1.19472710745881,-1.1407773229413,-1.60953120495084,-0.441139877389468,-0.570388661470651,-0.429480659330933,-0.0114271387113973,-0.846724407689593,0.852854045103256,1.80177081027061,0.303108046563529,-0.597363553729405,-0.570388661470651,-0.804765602475419,-0.220569938694734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12116393287.4652,1.42435094927143,1,1,1,1,norte,FALSE,2892.86,1,1,2975.11,1,1,404.185,1,1
ac2009,ac,2009,FALSE,FALSE,FALSE,FALSE,FALSE,0.552280051471874,0.0601410529934863,-1.61485160063652,0.525218270228665,0.281800538745044,0.288456649581284,1.37338297339133,0.234857017309141,0.552280051471874,0.780152582069483,0.0267197176820859,-0.553852746170416,-0.499090964518582,-0.983278092172642,-0.216872569423744,0.356353900472713,4.44140784398124,0.311270781564744,-1.93676911724247,-0.553852746170416,-0.492683328583259,-1.07990546261927,-0.276926373085208,-0.249545482259291,-0.491639046086321,-0.108436284711872,0.178176950236356,2.22070392199062,0.155635390782372,-0.968384558621234,-0.276926373085208,-0.24634166429163,-0.539952731309636,0.454983879208065,0.0615177155527693,1.57667290085901,0.518394373964167,0.342517374862713,0.209849943621682,1.26131856809917,0.258528809110423,0.454983879208065,0.744869316944417,0.0228277139471198,-0.72196420803764,-0.466588081170526,0.541089776921043,-0.291776171107477,0.721441832827564,2.68650138762405,0.233322082334531,-1.8075198989872,-0.72196420803764,-0.831707467896852,-1.08891640002708,-0.36098210401882,-0.233294040585263,0.270544888460522,-0.145888085553738,0.360720916413782,1.34325069381202,0.116661041167266,-0.903759949493598,-0.36098210401882,-0.415853733948426,-0.544458200013538,7407821405.27743,1.45034060331322,1.15562045170228,1.15562045170228,1.0254808269818,1.0254808269818,norte,FALSE,3017.59,1.04311650062568,1.04311650062568,3097.5,1.04113797473035,1.04113797473035,398.407,0.98570456597845,0.98570456597845
